domain,url,brand_name,category,esp,source
analogwatchco.com,https://analogwatchco.com,Analog Watch Co,watches,klaviyo,workflow
anaono.com,https://anaono.com,AnaOno,post-mastectomy intimates,klaviyo,workflow
ancestralsupplements.com,https://ancestralsupplements.com,Ancestral Supplements,organ supplements,klaviyo,workflow
andalou.com,https://andalou.com,Andalou Naturals,skincare,klaviyo,workflow
andieswim.com,https://andieswim.com,Andie Swim,swimwear,klaviyo,workflow
anecdotecandles.com,https://anecdotecandles.com,Anecdote Candles,candles,klaviyo,workflow
animalpak.com,https://animalpak.com,Animal (Universal),bodybuilding supplements,klaviyo,workflow
animamundiherbals.com,https://animamundiherbals.com,Anima Mundi,herbal apothecary,klaviyo,workflow
anitako.com,https://anitako.com,Anita Ko,fine jewelry,klaviyo,workflow
ankerkraut.de,https://ankerkraut.de,Ankerkraut,food,klaviyo,workflow
annabeck.com,https://annabeck.com,Anna Beck,fashion jewelry,klaviyo,workflow
annaquan.com,https://annaquan.com,Anna Quan,contemporary womens label,klaviyo,workflow
anniesannuals.com,https://anniesannuals.com,Annie's Annuals & Perennials,annuals & perennials,klaviyo,workflow
annieselke.com,https://annieselke.com,Annie Selke,decor,klaviyo,workflow
anolon.com,https://anolon.com,Anolon,cookware,klaviyo,workflow
anovaculinary.com,https://anovaculinary.com,Anova Culinary,kitchen appliances & tools,klaviyo,workflow
anthonysgoods.com,https://anthonysgoods.com,Anthony's Goods,pantry/baking,klaviyo,workflow
antiquecandleco.com,https://antiquecandleco.com,Antique Candle Co.,soy candles,klaviyo,workflow
antisocialsocialclub.com,https://antisocialsocialclub.com,Anti Social Social Club,streetwear,klaviyo,workflow
antler.com,https://antler.com,Antler,luggage,klaviyo,workflow
anua.com,https://anua.com,Anua,skincare,klaviyo,workflow
apc-us.com,https://apc-us.com,Stripes / A.P.C.,streetwear,klaviyo,workflow
apolloneuro.com,https://apolloneuro.com,Apollo Neuro,recovery wearable,klaviyo,workflow
apollonnutrition.com,https://apollonnutrition.com,Apollon Nutrition,hardcore sports supplements,klaviyo,workflow
apothecary87.com,https://apothecary87.com,Apothecary 87,grooming  candles,klaviyo,workflow
apothekary.co,https://apothekary.co,Apothékary,herbal supplements,klaviyo,workflow
apothekeco.com,https://apothekeco.com,Apotheke,candles,klaviyo,workflow
apothia.com,https://apothia.com,Apothia,candles  fragrance,klaviyo,workflow
apparatusstudio.com,https://apparatusstudio.com,Apparatus Studio,lighting,klaviyo,workflow
appointed.co,https://appointed.co,Appointed,stationery,klaviyo,workflow
apupabove.com,https://apupabove.com,A Pup Above,dog food,klaviyo,workflow
araks.com,https://araks.com,Araks,lingerie / swim,klaviyo,workflow
archerandolive.com,https://archerandolive.com,Archer & Olive,notebooks & journals,klaviyo,workflow
ardelllashes.com,https://ardelllashes.com,Ardell,lashes,klaviyo,workflow
areaware.com,https://areaware.com,Areaware,decor,klaviyo,workflow
areyouami.com,https://areyouami.com,Are You Am I,contemporary womens label,klaviyo,workflow
argalioutdoors.com,https://argalioutdoors.com,Argali,hunting knives & gear,klaviyo,workflow
arianaost.com,https://arianaost.com,Ariana Ost,home decor,klaviyo,workflow
ariesarise.com,https://ariesarise.com,Aries Arise,streetwear,klaviyo,workflow
arloskye.com,https://arloskye.com,Arlo Skye,luggage,klaviyo,workflow
arrae.com,https://arrae.com,Arrae,wellness supplements,klaviyo,workflow
artisaire.com,https://artisaire.com,Artisaire,stationery,klaviyo,workflow
artoftea.com,https://artoftea.com,Art of Tea,tea,klaviyo,workflow
asancup.com,https://asancup.com,Asan,menstrual cups,klaviyo,workflow
ashanderie.com,https://ashanderie.com,Ash & Erie,menswear for shorter men,klaviyo,workflow
ashlandleather.com,https://ashlandleather.com,Ashland Leather,wallets,klaviyo,workflow
asiamnaturally.com,https://asiamnaturally.com,As I Am,textured haircare,klaviyo,workflow
askinosie.com,https://askinosie.com,Askinosie Chocolate,chocolate,klaviyo,workflow
aspenclean.com,https://aspenclean.com,Aspen Clean,cleaning,klaviyo,workflow
asphaltgold.com,https://asphaltgold.com,Asphaltgold,Sneakers,klaviyo,workflow
asrv.com,https://asrv.com,ASRV,activewear,klaviyo,workflow
assaultfitness.com,https://assaultfitness.com,Assault Fitness,cardio equipment,klaviyo,workflow
assemblycoffee.co.uk,https://assemblycoffee.co.uk,Assembly Coffee,coffee,klaviyo,workflow
assemblylabel.com,https://assemblylabel.com,Assembly Label,contemporary womens label,klaviyo,workflow
astraldesigns.com,https://astraldesigns.com,Astral,water footwear,klaviyo,workflow
asystem.com,https://asystem.com,Asystem,mens grooming wellness,klaviyo,workflow
athleticbrewing.com,https://athleticbrewing.com,Athletic Brewing,non-alcoholic beer,klaviyo,workflow
atlascoffeeclub.com,https://atlascoffeeclub.com,Atlas Coffee Club,coffee,klaviyo,workflow
atlaspetcompany.com,https://atlaspetcompany.com,Atlas Pet Company,dog gear,klaviyo,workflow
atlasstationers.com,https://atlasstationers.com,Atlas Stationers,stationery & pens,klaviyo,workflow
atoir.com,https://atoir.com,Atoir,contemporary womens label,klaviyo,workflow
aubade.com,https://aubade.com,Aubade,luxury lingerie,klaviyo,workflow
audioquest.com,https://audioquest.com,AudioQuest,Cables & DACs,klaviyo,workflow
audocph.com,https://audocph.com,Menu / Audo,furniture decor,klaviyo,workflow
augustethelabel.com,https://augustethelabel.com,Auguste The Label,bohemian womens label,klaviyo,workflow
aunaturalecosmetics.com,https://aunaturalecosmetics.com,Au Naturale Cosmetics,clean color cosmetics,klaviyo,workflow
aupen.com,https://aupen.com,Aupen,accessories,klaviyo,workflow
aurabora.com,https://aurabora.com,Aura Bora,sparkling water,klaviyo,workflow
aurelialondon.com,https://aurelialondon.com,Aurelia London,skincare,klaviyo,workflow
aureliegi.com,https://aureliegi.com,Aurelie Gi,jewelry,klaviyo,workflow
austinandkat.com,https://austinandkat.com,Austin and Kat,pet CBD,klaviyo,workflow
authenticity50.com,https://authenticity50.com,Authenticity50,bedding,klaviyo,workflow
autodromo.com,https://autodromo.com,Autodromo,watches,klaviyo,workflow
auvodka.com,https://auvodka.com,Au Vodka,Alcohol / Beverage,klaviyo,workflow
avocadogreenbrands.com,https://avocadogreenbrands.com,Avocado Green Brands,Organic home goods,klaviyo,workflow
avocadogreenmattress.com,https://avocadogreenmattress.com,Avocado Green Mattress,bedding,klaviyo,workflow
awakenyclothing.com,https://awakenyclothing.com,Awake NY,streetwear,klaviyo,workflow
awaytravel.com,https://awaytravel.com,Away,bags,klaviyo,workflow
aweinspired.com,https://aweinspired.com,Awe Inspired,jewelry,klaviyo,workflow
axeandsledge.com,https://axeandsledge.com,Axe & Sledge,sports supplements,klaviyo,workflow
axiologybeauty.com,https://axiologybeauty.com,Axiology Beauty,clean lip cosmetics,klaviyo,workflow
axis-y.com,https://axis-y.com,Axis-Y,K-beauty skincare,klaviyo,workflow
ayr.com,https://ayr.com,AYR,fashion,klaviyo,workflow
azaria.com,https://azaria.com,AZARIA,intimate wellness,klaviyo,workflow
babobotanicals.com,https://babobotanicals.com,Babo Botanicals,baby skincare,klaviyo,workflow
baboontothemoon.com,https://baboontothemoon.com,Baboon to the Moon,bags,klaviyo,workflow
babymori.com,https://babymori.com,Mori,baby,klaviyo,workflow
babytula.com,https://babytula.com,Tula / Baby Tula,baby carriers,klaviyo,workflow
bachans.com,https://bachans.com,Bachan's,sauces,klaviyo,workflow
backtotheroots.com,https://backtotheroots.com,Back to the Roots,grow kits & seeds,klaviyo,workflow
badbirdiegolf.com,https://badbirdiegolf.com,Bad Birdie,golf polos,klaviyo,workflow
bagsmart.com,https://bagsmart.com,Bagsmart,bags & organizers,klaviyo,workflow
bajaao.com,https://bajaao.com,Bajaao,musical-instruments,klaviyo,workflow
bajiosunglasses.com,https://bajiosunglasses.com,Bajio Sunglasses,fishing sunglasses,klaviyo,workflow
ballandbuck.com,https://ballandbuck.com,Ball and Buck,American menswear,klaviyo,workflow
ballwash.com,https://ballwash.com,Ballsy,Personal Care / Grooming,klaviyo,workflow
banbeeyewear.com,https://banbeeyewear.com,Banbe,eyewear,klaviyo,workflow
banditrunning.com,https://banditrunning.com,Bandit Running,activewear,klaviyo,workflow
bando.com,https://bando.com,Ban.do,stationery & gifts,klaviyo,workflow
bangnbody.com,https://bangnbody.com,Bangn Body,skincare,klaviyo,workflow
bannortoys.com,https://bannortoys.com,Bannor Toys,wooden toys,klaviyo,workflow
banquetworkshop.com,https://banquetworkshop.com,Banquet Workshop,art prints & cards,klaviyo,workflow
bape.com,https://bape.com,Bape (A Bathing Ape),streetwear,klaviyo,workflow
barclondon.com,https://barclondon.com,Barc London,dog grooming & accessories,klaviyo,workflow
barebiology.com,https://barebiology.com,Needed alt - Bare Biology,omega-3 supplements,klaviyo,workflow
bareblends.com.au,https://bareblends.com.au,Bare Blends,protein (AU),klaviyo,workflow
bareminerals.com,https://bareminerals.com,BareMinerals,mineral makeup,klaviyo,workflow
bark.co,https://bark.co,BARK (BarkBox),pet subscription,klaviyo,workflow
barkbistrocompany.com,https://barkbistrocompany.com,Bark Bistro (Buddy Budder),dog treats,klaviyo,workflow
baronfig.com,https://baronfig.com,Baronfig,stationery,klaviyo,workflow
bartonwatchbands.com,https://bartonwatchbands.com,Barton Watch Bands,watch accessories,klaviyo,workflow
baserange.com,https://baserange.com,Base Range,underwear / basics,klaviyo,workflow
baseus.com,https://baseus.com,Baseus,charging / accessories,klaviyo,workflow
baskandbloomessentials.com,https://baskandbloomessentials.com,Bask & Bloom,haircare,klaviyo,workflow
basksuncare.com,https://basksuncare.com,Bask Suncare,suncare,klaviyo,workflow
bassike.com,https://bassike.com,Bassike,contemporary womens label,klaviyo,workflow
bather.com,https://bather.com,Bather,swimwear,klaviyo,workflow
battlbox.com,https://battlbox.com,Battlbox,subscription,klaviyo,workflow
baublebar.com,https://baublebar.com,BaubleBar,jewelry,klaviyo,workflow
baumundpferdgarten.com,https://baumundpferdgarten.com,Baum und Pferdgarten,contemporary womens label,klaviyo,workflow
bbcicecream.com,https://bbcicecream.com,Billionaire Boys Club,streetwear,klaviyo,workflow
bearaby.com,https://bearaby.com,Bearaby,bedding,klaviyo,workflow
beardbrand.com,https://beardbrand.com,Beardbrand,grooming,klaviyo,workflow
beardsanddaisies.co.uk,https://beardsanddaisies.co.uk,Beards & Daisies,houseplants,klaviyo,workflow
beautybakerie.com,https://beautybakerie.com,Beauty Bakerie,cosmetics,klaviyo,workflow
beautybio.com,https://beautybio.com,BeautyBio,skincare,klaviyo,workflow
beautyblender.com,https://beautyblender.com,Beautyblender,makeup tools & cosmetics,klaviyo,workflow
beautycounter.com,https://beautycounter.com,Beautycounter,beauty,klaviyo,workflow
beautyforreal.com,https://beautyforreal.com,Beauty For Real,color cosmetics,klaviyo,workflow
beautyofjoseon.com,https://beautyofjoseon.com,Beauty of Joseon,skincare,klaviyo,workflow
beautystat.com,https://beautystat.com,BeautyStat,skincare,klaviyo,workflow
bebemoss.com,https://bebemoss.com,Bebemoss,toys,klaviyo,workflow
becandbridge.com.au,https://becandbridge.com.au,Bec and Bridge,contemporary womens label,klaviyo,workflow
beckettsimonon.com,https://beckettsimonon.com,Beckett Simonon,footwear,klaviyo,workflow
bedrocksandals.com,https://bedrocksandals.com,Bedrock Sandals,outdoor sandals,klaviyo,workflow
beefcakeswimwear.com,https://beefcakeswimwear.com,Beefcake Swimwear,swimwear,klaviyo,workflow
beeinspiredclothing.com,https://beeinspiredclothing.com,Bee Inspired,apparel,klaviyo,workflow
beekeepersnaturals.com,https://beekeepersnaturals.com,Beekeeper's Naturals,bee-based wellness,klaviyo,workflow
beekman1802.com,https://beekman1802.com,Beekman 1802,skincare,klaviyo,workflow
beeswrap.com,https://beeswrap.com,Bee's Wrap,kitchen storage,klaviyo,workflow
beginningboutique.com,https://beginningboutique.com,Beginning Boutique,fashion,klaviyo,workflow
beistravel.com,https://beistravel.com,Beis,bags,klaviyo,workflow
bellalunatoys.com,https://bellalunatoys.com,Bella Luna Toys,waldorf toys,klaviyo,workflow
bellamihair.com,https://bellamihair.com,Bellami Hair,hair extensions,klaviyo,workflow
bellatunno.com,https://bellatunno.com,Bella Tunno,baby feeding/gifts,klaviyo,workflow
bellocq.com,https://bellocq.com,Bellocq,pantry/tea,klaviyo,workflow
bellsofsteel.com,https://bellsofsteel.com,Bells of Steel,fitness equipment,klaviyo,workflow
bellsofsteel.us,https://bellsofsteel.us,Bells of Steel,home gym equipment,klaviyo,workflow
bellybandit.com,https://bellybandit.com,Belly Bandit,postpartum support,klaviyo,workflow
benchmade.com,https://benchmade.com,Benchmade,knives,klaviyo,workflow
benchmademodern.com,https://benchmademodern.com,Benchmade Modern,furniture,klaviyo,workflow
beneathyourmask.com,https://beneathyourmask.com,Beneath Your Mask,beauty,klaviyo,workflow
bergbergstore.com,https://bergbergstore.com,Berg & Berg,menswear tailoring,klaviyo,workflow
bernalcutlery.com,https://bernalcutlery.com,Bernal Cutlery,knives,klaviyo,workflow
besamecosmetics.com,https://besamecosmetics.com,Bésame Cosmetics,vintage color cosmetics,klaviyo,workflow
bespokepress.com.au,https://bespokepress.com.au,Bespoke Letterpress,letterpress stationery,klaviyo,workflow
bestbullysticks.com,https://bestbullysticks.com,Best Bully Sticks,dog chews,klaviyo,workflow
bestdaybrewing.com,https://bestdaybrewing.com,Best Day Brewing,non-alcoholic beer,klaviyo,workflow
betterbooch.com,https://betterbooch.com,Better Booch,kombucha,klaviyo,workflow
betterrhodes.com,https://betterrhodes.com,Better Rhodes,non-alcoholic marketplace,klaviyo,workflow
beyondgood.com,https://beyondgood.com,Beyond Good,chocolate,klaviyo,workflow
beyondyoga.com,https://beyondyoga.com,Beyond Yoga,yoga apparel,klaviyo,workflow
bibado.co.uk,https://bibado.co.uk,Bibado,baby,klaviyo,workflow
bibsworld.com,https://bibsworld.com,Bibs,baby pacifiers,klaviyo,workflow
bienasnacks.com,https://bienasnacks.com,BIENA,snacks,klaviyo,workflow
bigagnes.com,https://bigagnes.com,Big Agnes,camping gear,klaviyo,workflow
bigjigstoys.co.uk,https://bigjigstoys.co.uk,Lalo / Bigjigs,wooden toys,klaviyo,workflow
bigmoods.com,https://bigmoods.com,Big Moods,stickers & art prints,klaviyo,workflow
billyjealousy.com,https://billyjealousy.com,Billy Jealousy,mens grooming,klaviyo,workflow
billyreid.com,https://billyreid.com,Billy Reid,menswear / tailoring,klaviyo,workflow
bioionic.com,https://bioionic.com,Bio Ionic,hair tools,klaviyo,workflow
bioliteenergy.com,https://bioliteenergy.com,BioLite,outdoor energy,klaviyo,workflow
biome.com.au,https://biome.com.au,Biome,Zero-waste marketplace (AU),klaviyo,workflow
bionaturae.com,https://bionaturae.com,Bionaturae,pantry,klaviyo,workflow
birdandbe.com,https://birdandbe.com,Bird&Be,fertility supplements,klaviyo,workflow
birdandblendtea.com,https://birdandblendtea.com,Bird & Blend,tea,klaviyo,workflow
birdies.com,https://birdies.com,Birdies,footwear,klaviyo,workflow
birdiesgardenproducts.com,https://birdiesgardenproducts.com,Birdies Garden Products,raised garden beds,klaviyo,workflow
birdrockcoffee.com,https://birdrockcoffee.com,Bird Rock Coffee Roasters,coffee roaster,klaviyo,workflow
birdwell.com,https://birdwell.com,Birdwell Beach Britches,swimwear,klaviyo,workflow
bishopandyoung.com,https://bishopandyoung.com,Bishop and Young,contemporary womens label,klaviyo,workflow
bjorkandberries.com,https://bjorkandberries.com,Bjork,pantry,klaviyo,workflow
blablakids.com,https://blablakids.com,Bla Bla Kids,knit toys,klaviyo,workflow
blackberrys.com,https://blackberrys.com,Blackberrys,apparel,klaviyo,workflow
blackbuffalo.com,https://blackbuffalo.com,Black Buffalo,tobacco alternative,klaviyo,workflow
blackdiamondequipment.com,https://blackdiamondequipment.com,Black Diamond,climbing gear,klaviyo,workflow
blacklapel.com,https://blacklapel.com,Black Lapel,custom suits,klaviyo,workflow
blackmagicsupply.com,https://blackmagicsupply.com,Black Magic Supply,sports supplements,klaviyo,workflow
blackmilkclothing.com,https://blackmilkclothing.com,BlackMilk Clothing,Fashion,klaviyo,workflow
blackmooncosmetics.com,https://blackmooncosmetics.com,Black Moon Cosmetics,color cosmetics,klaviyo,workflow
blacksheepcycling.cc,https://blacksheepcycling.cc,Black Sheep Cycling,cycling apparel,klaviyo,workflow
blackwhiteroasters.com,https://blackwhiteroasters.com,Black & White Coffee Roasters,coffee,klaviyo,workflow
blackwing602.com,https://blackwing602.com,Blackwing,pencils & stationery,klaviyo,workflow
blakelyclothing.com,https://blakelyclothing.com,Blakely Clothing,apparel,klaviyo,workflow
blenderbottle.com,https://blenderbottle.com,BlenderBottle,fitness accessories,klaviyo,workflow
blindbarber.com,https://blindbarber.com,Blind Barber,mens grooming,klaviyo,workflow
blissworld.com,https://blissworld.com,Bliss,skincare,klaviyo,workflow
blkandbold.com,https://blkandbold.com,BLK & Bold,coffee,klaviyo,workflow
blockshoptextiles.com,https://blockshoptextiles.com,Block Shop Textiles,home textiles wall art,klaviyo,workflow
bloomist.com,https://bloomist.com,Bloomist,planters & home botanicals,klaviyo,workflow
bloomnu.com,https://bloomnu.com,Bloom Nutrition,supplements,klaviyo,workflow
bluboho.com,https://bluboho.com,Bluboho,Jewelry,klaviyo,workflow
bludot.com,https://bludot.com,Blu Dot,furniture,klaviyo,workflow
bluebella.com,https://bluebella.com,Bluebella,lingerie,klaviyo,workflow
bluettipower.com,https://bluettipower.com,Bluetti,portable power,klaviyo,workflow
bluffworks.com,https://bluffworks.com,Bluffworks,travel menswear,klaviyo,workflow
blvck.com,https://blvck.com,Blvck Paris,fashion,klaviyo,workflow
boandtee.com,https://boandtee.com,Bo+Tee,activewear,klaviyo,workflow
boccesbakery.com,https://boccesbakery.com,Bocce's Bakery,dog treats,klaviyo,workflow
bodyhealth.com,https://bodyhealth.com,BodyHealth,amino acids / supplements,klaviyo,workflow
bohme.com,https://bohme.com,Bohme,fashion,klaviyo,workflow
boisson.co,https://boisson.co,Boisson,non-alcoholic marketplace,klaviyo,workflow
boldrsupply.co,https://boldrsupply.co,Boldr,watches,klaviyo,workflow
boleroadtextiles.com,https://boleroadtextiles.com,Bole Road Textiles,home textiles,klaviyo,workflow
bombtechgolf.com,https://bombtechgolf.com,BombTech Golf,sporting goods,klaviyo,workflow
boncharge.com,https://boncharge.com,BON CHARGE,recovery / wellness,klaviyo,workflow
bondiboost.com,https://bondiboost.com,Bondi Boost,haircare and tools,klaviyo,workflow
bondisands.com,https://bondisands.com,Bondi Sands,beauty,klaviyo,workflow
bonescoffee.com,https://bonescoffee.com,Bones Coffee,coffee,klaviyo,workflow
bonneetfilou.com,https://bonneetfilou.com,Bonne et Filou,dog treats,klaviyo,workflow
boochcraft.com,https://boochcraft.com,Boochcraft,hard kombucha,klaviyo,workflow
boody.co.uk,https://boody.co.uk,Boody,apparel,klaviyo,workflow
boody.com,https://boody.com,Boody,underwear,klaviyo,workflow
boppy.com,https://boppy.com,Boppy,nursing pillows,klaviyo,workflow
bornprimitive.com,https://bornprimitive.com,Born Primitive,activewear,klaviyo,workflow
bornxraised.com,https://bornxraised.com,Born x Raised,streetwear,klaviyo,workflow
bosca.com,https://bosca.com,Bosca,leather wallets & bags,klaviyo,workflow
bossmanbrands.com,https://bossmanbrands.com,Bossman Brands,beard care,klaviyo,workflow
bostonproper.com,https://bostonproper.com,Boston Proper,fashion,klaviyo,workflow
botanictonics.com,https://botanictonics.com,Botanic Tonics,kava / functional drinks,klaviyo,workflow
boteboard.com,https://boteboard.com,Bote,paddleboards & kayaks,klaviyo,workflow
bouncecurl.com,https://bouncecurl.com,Bounce Curl,curly haircare and tools,klaviyo,workflow
boundarysupply.com,https://boundarysupply.com,Boundary Supply,backpacks,klaviyo,workflow
bowercollective.com,https://bowercollective.com,Bower Collective,home,klaviyo,workflow
boxedwater.com,https://boxedwater.com,BoxedWater,water,klaviyo,workflow
boyish.com,https://boyish.com,Boyish Jeans,denim,klaviyo,workflow
boysmells.com,https://boysmells.com,Boy Smells,fragrance,klaviyo,workflow
bperfectcosmetics.com,https://bperfectcosmetics.com,Bperfect Cosmetics,color cosmetics,klaviyo,workflow
bragg.com,https://bragg.com,Bragg,apple cider vinegar & wellness,klaviyo,workflow
branchbasics.com,https://branchbasics.com,Branch Basics,cleaning,klaviyo,workflow
branchfurniture.com,https://branchfurniture.com,Branch Furniture,furniture,klaviyo,workflow
brandonblackwood.com,https://brandonblackwood.com,Brandon Blackwood,Accessories / Handbags,klaviyo,workflow
branwyn.com,https://branwyn.com,Branwyn,underwear,klaviyo,workflow
brastop.com,https://brastop.com,BBX (Brastop),lingerie retailer,klaviyo,workflow
bravadodesigns.com,https://bravadodesigns.com,Bravado Designs,nursing bras,klaviyo,workflow
bravosierra.com,https://bravosierra.com,Bravo Sierra,functional,klaviyo,workflow
bravurwatches.com,https://bravurwatches.com,Bravur,watches,klaviyo,workflow
bravus.com,https://bravus.com,Bravus Brewing,non-alcoholic beer,klaviyo,workflow
breakawaymatcha.com,https://breakawaymatcha.com,Breakaway Matcha,matcha,klaviyo,workflow
brecks.com,https://brecks.com,Brecks,flower bulbs,klaviyo,workflow
breda.com,https://breda.com,BREDA,watches,klaviyo,workflow
brentwoodhome.com,https://brentwoodhome.com,Casper Dog Bed / Brentwood Home,pet beds,klaviyo,workflow
brevite.co,https://brevite.co,Brevite,camera backpacks,klaviyo,workflow
brica.com,https://brica.com,Lovevery / Briton,baby brand,klaviyo,workflow
brickellmensproducts.com,https://brickellmensproducts.com,Brickell Men's Products,mens skincare grooming,klaviyo,workflow
briggs-riley.com,https://briggs-riley.com,Samsonite alt - Briggs & Riley,luggage,klaviyo,workflow
brightech.com,https://brightech.com,Brightech,lighting,klaviyo,workflow
